Generic	Shape	Route	Indication	Dep	Diagn	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	NormQty	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	NormPerTime	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	NormRate	MinRate	MaxRate	NormRateAdj	MinRateAdj	MaxRateAdj
rifampicine	capsule	or	infecties bij cystische fibrose				30	7200									onderhoud	rifampicine	2	mg	kg	dag																				20								
rifampicine	suspensie voor oraal gebruik	or	infecties bij cystische fibrose				30	7200									onderhoud	rifampicine	2	mg	kg	dag																				20								
rifampicine	capsule	or	niet-tuberculose				30	7200									onderhoud	rifampicine	2	mg	kg	dag																				20								
rifampicine	poeder voor oplossing voor infusie	iv	niet-tuberculose					7									onderhoud	rifampicine	1	mg	kg	dag		60		min																10		11						
rifampicine	poeder voor oplossing voor infusie	iv	niet-tuberculose				7	30									onderhoud	rifampicine	2	mg	kg	dag		60		min																20								
rifampicine	poeder voor oplossing voor infusie	iv	niet-tuberculose				30	7200									onderhoud	rifampicine	2	mg	kg	dag		60		min																20								
rifampicine	suspensie voor oraal gebruik	or	niet-tuberculose				30	7200									onderhoud	rifampicine	2	mg	kg	dag																				20								
rifampicine	capsule	or	profylaxe van meningokokkose					1080									onderhoud	rifampicine	2	mg	kg	dag																				10		11						
rifampicine	capsule	or	profylaxe van meningokokkose				1080	4320									onderhoud	rifampicine	2	mg	kg	dag																				20								
rifampicine	capsule	or	profylaxe van meningokokkose				4320	7200									onderhoud	rifampicine	2	mg		dag																												
rifampicine	suspensie voor oraal gebruik	or	profylaxe van meningokokkose					1080									onderhoud	rifampicine	2	mg	kg	dag																				10		11						
rifampicine	suspensie voor oraal gebruik	or	profylaxe van meningokokkose				1080	4320									onderhoud	rifampicine	2	mg	kg	dag																				20								
rifampicine	suspensie voor oraal gebruik	or	profylaxe van meningokokkose				4320	7200									onderhoud	rifampicine	2	mg		dag																												
rifampicine	capsule	or	tuberculose					360									onderhoud	rifampicine	1	mg	kg	dag																				10		11						
rifampicine	capsule	or	tuberculose				360	7200									onderhoud	rifampicine	1	mg	kg	dag																					10	20						
rifampicine	poeder voor oplossing voor infusie	iv	tuberculose					360									onderhoud	rifampicine	1	mg	kg	dag		60		min																10		11						
rifampicine	poeder voor oplossing voor infusie	iv	tuberculose				360	7200									onderhoud	rifampicine	1	mg	kg	dag		60		min																	10	20						
rifampicine	suspensie voor oraal gebruik	or	tuberculose					360									onderhoud	rifampicine	1	mg	kg	dag																				10		11						
rifampicine	suspensie voor oraal gebruik	or	tuberculose				360	7200									onderhoud	rifampicine	1	mg	kg	dag																					10	20						
rilpivirine	tablet	or	hiv				4320										onderhoud	rilpivirine	1	mg		dag																												
risedroninezuur	filmomhulde tablet	or	osteogenesis imperfecta, remming botresoptie							40,000							onderhoud	risedroninezuur	1	mg		week													15				15											
risedroninezuur	filmomhulde tablet	or	osteogenesis imperfecta, remming botresoptie						40,000								onderhoud	risedroninezuur	1	mg		week													35				35											
risperidon	drank	or	pediatrisch delier bij kritisch zieke kinderen							45,000							onderhoud	risperidon	2	mg	kg	dag																					0.01	0.08						
risperidon	drank	or	pediatrisch delier bij kritisch zieke kinderen						45,000								onderhoud	risperidon	2	mg	kg	dag																					0.01	0.08						
risperidon	omhulde tablet	or	pediatrisch delier bij kritisch zieke kinderen							45,000							onderhoud	risperidon	2	mg	kg	dag																					0.01	0.08						
risperidon	omhulde tablet	or	pediatrisch delier bij kritisch zieke kinderen						45,000								onderhoud	risperidon	2	mg	kg	dag																					0.01	0.08						
risperidon	smelttablet	or	pediatrisch delier bij kritisch zieke kinderen							45,000							onderhoud	risperidon	2	mg	kg	dag																					0.01	0.08						
risperidon	smelttablet	or	pediatrisch delier bij kritisch zieke kinderen						45,000								onderhoud	risperidon	2	mg	kg	dag																					0.01	0.08						
risperidon	drank	or	pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ass), psychose, manie en agressie, tics				1800	7200									onderhoud	risperidon	2	mg	kg	dag													3								0.01	0.08						
risperidon	omhulde tablet	or	pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ass), psychose, manie en agressie, tics				1800	7200									onderhoud	risperidon	2	mg	kg	dag													3								0.01	0.08						
risperidon	smelttablet	or	pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ass), psychose, manie en agressie, tics				1800	7200									onderhoud	risperidon	2	mg	kg	dag													3								0.01	0.08						
risperidon	drank	or	Psychose/schizofrenie, bipolaire stoornis				1800	7200									onderhoud	risperidon	2	mg	kg	dag													3								0.01	0.08						
risperidon	omhulde tablet	or	Psychose/schizofrenie, bipolaire stoornis				1800	7200									onderhoud	risperidon	2	mg	kg	dag													3								0.01	0.08						
risperidon	smelttablet	or	Psychose/schizofrenie, bipolaire stoornis				1800	7200									onderhoud	risperidon	2	mg	kg	dag													3								0.01	0.08						
ritonavir	poeder voor orale suspensie	or	hiv				720										onderhoud	ritonavir	2	mg	m2	dag																					500	750						
ritonavir	tablet	or	hiv				720										onderhoud	ritonavir	2	mg	m2	dag																					500	750						
rituximab	concentraat voor oplossing voor infusie	iv	ebv-reactivatie/ptld bij stamceltransplantatie				30	7200									onderhoud	rituximab	1	mg	m2	week																				375		412.5						
rituximab	concentraat voor oplossing voor infusie	iv	steroïd afhankelijk nefrotisch syndroom, abo incompatibele niertransplantatie(aandoeningen die kunnen leiden tot/preventie van) rejectie na niertransplantatie, autoimmune cytopenieen, primaire vasculitis				30	7200									onderhoud	rituximab	1	mg	m2	week																				375		412.5						
rituximab	concentraat voor oplossing voor infusie	iv	systemische lupus erythematodes (sle) die niet reageert op de conventionele therapie				30	7200									onderhoud	rituximab	1	mg	m2	2 weken																				375		412.5						
rocuronium	injectievloeistof	iv	verslapping														continu	rocuronium		mg	kg		uur																										0.6	1.2
ropivacaine	injectie/infusieoplossing	peri-neuraal	perifere zenuw blokkade				360	4320									onderhoud	ropivacaine		mg															3															
ropivacaine	injectie/infusieoplossing	peri-neuraal	perifere zenuw blokkade				4320	7200									onderhoud	ropivacaine		mg															200															
ropivacaine	injectievloeistof	peri-neuraal	perifere zenuw blokkade				360	4320									onderhoud	ropivacaine		mg															3															
ropivacaine	injectievloeistof	peri-neuraal	perifere zenuw blokkade				4320	7200									onderhoud	ropivacaine		mg															200															
rosuvastatine	filmomhulde tablet	or	heterozygote familiaire hypercholesterolemie				2160	3600									onderhoud	rosuvastatine	1	mg		dag																												
rosuvastatine	filmomhulde tablet	or	heterozygote familiaire hypercholesterolemie				3600	7200									onderhoud	rosuvastatine	1	mg		dag																												
rosuvastatine	filmomhulde tablet	or	homozygote familiaire hypercholesterolemie				2160	7200									onderhoud	rosuvastatine	1	mg		dag																												
rufinamide	suspensie voor oraal gebruik	or	Syndroom van Lennox-Gastaut: MET VALPROAAT				360	1440									onderhoud	rufinamide	2	mg	kg	dag																					10	30						
rufinamide	suspensie voor oraal gebruik	or	Syndroom van Lennox-Gastaut: MET VALPROAAT				1440			30,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	suspensie voor oraal gebruik	or	Syndroom van Lennox-Gastaut: MET VALPROAAT				1440		30,000	50,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	suspensie voor oraal gebruik	or	Syndroom van Lennox-Gastaut: MET VALPROAAT				1440		50,000	70,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	suspensie voor oraal gebruik	or	Syndroom van Lennox-Gastaut: MET VALPROAAT				1440		70,000								onderhoud	rufinamide	2	mg		dag																												
rufinamide	tablet	or	Syndroom van Lennox-Gastaut: MET VALPROAAT				360	1440									onderhoud	rufinamide	2	mg	kg	dag																					10	30						
rufinamide	tablet	or	Syndroom van Lennox-Gastaut: MET VALPROAAT				1440			30,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	tablet	or	Syndroom van Lennox-Gastaut: MET VALPROAAT				1440		30,000	50,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	tablet	or	Syndroom van Lennox-Gastaut: MET VALPROAAT				1440		50,000	70,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	tablet	or	Syndroom van Lennox-Gastaut: MET VALPROAAT				1440		70,000								onderhoud	rufinamide	2	mg		dag																												
rufinamide	suspensie voor oraal gebruik	or	Syndroom van Lennox-Gastaut: ZONDER VALPROAAT				360	1440									onderhoud	rufinamide	2	mg	kg	dag																					10	45						
rufinamide	suspensie voor oraal gebruik	or	Syndroom van Lennox-Gastaut: ZONDER VALPROAAT				1440			30,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	suspensie voor oraal gebruik	or	Syndroom van Lennox-Gastaut: ZONDER VALPROAAT				1440		30,000	50,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	suspensie voor oraal gebruik	or	Syndroom van Lennox-Gastaut: ZONDER VALPROAAT				1440		50,000	70,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	suspensie voor oraal gebruik	or	Syndroom van Lennox-Gastaut: ZONDER VALPROAAT				1440		70,000								onderhoud	rufinamide	2	mg		dag																												
rufinamide	tablet	or	Syndroom van Lennox-Gastaut: ZONDER VALPROAAT				360	1440									onderhoud	rufinamide	2	mg	kg	dag																					10	45						
rufinamide	tablet	or	Syndroom van Lennox-Gastaut: ZONDER VALPROAAT				1440			30,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	tablet	or	Syndroom van Lennox-Gastaut: ZONDER VALPROAAT				1440		30,000	50,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	tablet	or	Syndroom van Lennox-Gastaut: ZONDER VALPROAAT				1440		50,000	70,000							onderhoud	rufinamide	2	mg		dag																												
rufinamide	tablet	or	Syndroom van Lennox-Gastaut: ZONDER VALPROAAT				1440		70,000								onderhoud	rufinamide	2	mg		dag																												
rupatadine	tablet	or	allergische rhinitis en chronische urticaria				720	4320	10,000	25,000							onderhoud	rupatadine	1	mg		dag																	2.5		20									
rupatadine	tablet	or	allergische rhinitis en chronische urticaria				720	4320	25,000								onderhoud	rupatadine	1	mg		dag																	5		20									
rupatadine	tablet	or	allergische rhinitis en chronische urticaria				4320	7200									onderhoud	rupatadine	1	mg		dag																	10		40									
salbutamol	vernevelvloeistof	inh	acute astma aanval					1440									onderhoud	salbutamol	1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 24	mg		dag													2.5					0.25	60									
salbutamol	vernevelvloeistof	inh	acute astma aanval				1440	7200									onderhoud	salbutamol	1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 24	mg		dag													5					0.5	120									
salbutamol	aerosol	inh	Bronchusverwijding					7200									onderhoud	salbutamol	1; 2; 3; 4; 5; 6; 7; 8	microg		dag																		100	3200									
salbutamol	inhalatiepoeder	inh	Bronchusverwijding				2160	7200									onderhoud	salbutamol	1; 2; 3; 4; 5; 6; 7; 8	microg		dag													1000					400	8000									
salbutamol	concentraat voor oplossing voor infusie	iv	Bronchusverwijding														continu	salbutamol		microg	kg		min																										0.1	10
salmeterol	aerosol	inh	bronchusverwijding (langwerkend)				1440	7200									onderhoud	salmeterol	2	microg		dag																												
salmeterol	inhalatiepoeder	inh	bronchusverwijding (langwerkend)				2520	7200									onderhoud	salmeterol	2	microg		dag																												
salmeterol/fluticason	aerosol	inh	astma onderhoudsbehandeling				1440	7200									onderhoud		2	puff		dag													2					2	4									
salmeterol/fluticason	inhalatiepoeder	inh	astma onderhoudsbehandeling				2520	7200									onderhoud		2	puff		dag													1				2	2	2									
saquinavir	tablet	or	hiv				720		5,000								onderhoud	saquinavir	2	mg	kg	dag																				100		110						
scopolaminebutyl	tablet	or	ter coupering van kolieken van het maagdarmkanaal				2160										onderhoud	scopolaminebutyl	3; 4; 5	mg		dag													20						100									
scopolaminebutyl	zetpil	rect	ter coupering van kolieken van het maagdarmkanaal				2160	7200									onderhoud	scopolaminebutyl	3	mg		dag																												
scopolaminebutyl	injectievloeistof	im	ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen				720	2160									onderhoud	scopolaminebutyl	1; 2; 3	mg		dag													5						15									
scopolaminebutyl	injectievloeistof	im	ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen				2160	5760									onderhoud	scopolaminebutyl	1; 2; 3	mg		dag													10						30									
scopolaminebutyl	injectievloeistof	im	ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen				5760										onderhoud	scopolaminebutyl	1; 2; 3	mg		dag													20						60									
scopolaminebutyl	injectievloeistof	iv	ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen				720	2160									onderhoud	scopolaminebutyl	1; 2; 3	mg		dag													5						15									
scopolaminebutyl	injectievloeistof	iv	ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen				2160	5760									onderhoud	scopolaminebutyl	1; 2; 3	mg		dag													10						30									
scopolaminebutyl	injectievloeistof	iv	ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen				5760										onderhoud	scopolaminebutyl	1; 2; 3	mg		dag													20						60									
senna	tablet	or	obstipatie				4320										onderhoud	senna	1	mg		dag																	370		370									
