SortNo	Generic	Shape	Brand	Route	GPKs	Indication	ScheduleText	Dep	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	DoseText	UseGenericName	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	MinRate	MaxRate	MinRateAdj	MaxRateAdj
3781	thiopental			INTRAVENEUS		Status epilepticus	1 maand tot 18 jaar Startdosering: 5 mg/kg/dosis, bolus. Onderhoudsdosering: 5 mg/kg/uur, continu infuus. Max: 10 mg/kg/uur. Opladen: Bij voorkeur onder EEG controle. Herhaal oplaaddosis à 20 minuten totdat een burst-suppressie van 30 sec is verkregen of de epileptiforme activiteit is verdwenen.Onderhoud: dosering zo nodig ophogen met stappen van 1-2 mg/kg/uur tot max 10 mg/kg/uur.Afbouwen: Nadat de status onder controle is (klinisch én op EEG) thiopental in 12-24 uur geleidelijk afbouwen (bijvoorbeeld 25% van de uitgangssnelheid iedere 6 uur)Recidief: opnieuw opladen en infusiesnelheid naar oude niveau gedurende 24-72 uur.			30	6574									once	startdosering		thiopental		mg	kg														5											
3781	thiopental			INTRAVENEUS		Status epilepticus	1 maand tot 18 jaar Startdosering: 5 mg/kg/dosis, bolus. Onderhoudsdosering: 5 mg/kg/uur, continu infuus. Max: 10 mg/kg/uur. Opladen: Bij voorkeur onder EEG controle. Herhaal oplaaddosis à 20 minuten totdat een burst-suppressie van 30 sec is verkregen of de epileptiforme activiteit is verdwenen.Onderhoud: dosering zo nodig ophogen met stappen van 1-2 mg/kg/uur tot max 10 mg/kg/uur.Afbouwen: Nadat de status onder controle is (klinisch én op EEG) thiopental in 12-24 uur geleidelijk afbouwen (bijvoorbeeld 25% van de uitgangssnelheid iedere 6 uur)Recidief: opnieuw opladen en infusiesnelheid naar oude niveau gedurende 24-72 uur.			30	6574									continuous	onderhoudsdosering		thiopental		mg	kg		uur																						5	10
3785	thiopental			INTRAVENEUS		Thiopental-coma: refractaire intracraniele hypertensie	1 maand tot 18 jaar Startdosering: 12,5 mg/kg/uur, continu infuus. Gedurende 6 uur. Onderhoudsdosering: Eerst 5 mg/kg/uur, vervolgens 3 mg/kg/uur, continu infuus. Op geleide EEG en plasmaconcentratie opladen. Plasmaspiegels afname op t=4 en 6 uur na start infusie, vervolgens elke 6 uur. Thiopentalspiegel 20-35 mg/l, incidenteel tot 40 mg/l			30	6574									continuous	startdosering		thiopental		mg	kg		uur																						11.25	13.75
3786	thiopental			INTRAVENEUS		Thiopental-coma: refractaire intracraniele hypertensie	1 maand tot 18 jaar Startdosering: 12,5 mg/kg/uur, continu infuus. Gedurende 6 uur. Onderhoudsdosering: Eerst 5 mg/kg/uur, vervolgens 3 mg/kg/uur, continu infuus. Op geleide EEG en plasmaconcentratie opladen. Plasmaspiegels afname op t=4 en 6 uur na start infusie, vervolgens elke 6 uur. Thiopentalspiegel 20-35 mg/l, incidenteel tot 40 mg/l			30	6574									continuous	onderhoudsdosering (afbouwen van 5 naar 3 mg/kg/uur)		thiopental		mg	kg		uur																						3	5
3787	thiotepa			INTRAVENEUS		Oncologische aandoeningen	0 jaar tot 18 jaar Let op: Dosis en dosisfrequentie van cytostatica zijn afhankelijk van de aandoening en sterk aan nieuwe inzichten onderhevig. Cytostatica worden in de oncologie/hematologie veelal in combinatie gebruikt. Om deze redenen wordt verwezen naar de gedetailleerde behandelprotocollen.Als indicatie wordt de volgende dosering van de fabrikant genoemd:Autologe Hematopoëtische stamceltransplantatie Bij vaste tumoren: 6-14 mg/kg/dag IV in 1 dosis overeenkomend met 150-350 mg/m2/dag) gedurende 2-3 achtereenvolgende dagen voorafgaand aan HCPT. Max cumulatieve dosis 42 mg/kg overeenkomend met 1050 mg/m2. Bij CZS tumoren: 10-14 mg/kg/dag in 1 dosis IV, (overeenkomend met 250-350 mg/m2/dag) gedurende 3 achtereenvolgende dagen voorafgaand aan HPCT. Max cumulatieve dosis: 42 mg/kg overeenkomend met 1050 mg/m2.Allogene Hematopoëtische stamceltransplantatie Hematologische ziekten: 5-10 mg/kg/dag in 1-2 doses IV, (overeenkomend met 125-250 mg/m2/dag) gedurende 1-3 achtereenvolgende dagen voorafgaand aan HPCT. Max cumulatieve dosis: 15 mg/kg overeenkomend met 375 mg/m2. Leukemie: 10 mg/kg/dag in 2 doses IV, (overeenkomend met 250 mg/m2/dag) voorafgaand aan HPCT, max cumulatieve dosis 10 mg/kg overeenkomend met 250 mg/m2. Thalassemie: 8-10 mg/kg/dag in 2 doses IV, (overeenkomend met 200-250 mg/m2/dag) voorafgaand aan HPCT, max cumulatieve dosis 10 mg/kg overeenkomend met 250 mg/m2. Refractaire cytopenie: 5 mg/kg/dag in 1 dosis IV, (overeenkomend met 125 mg/m2/dag) gedurende 3 achtereenvolgende dagen voorafgaand aan HPCT, max cumulatieve dosis 15 mg/kg overeenkomend met 375 mg/m2. Genetische ziekten: 5 mg/kg/dag in 1 dosis IV, (overeenkomend met 125 mg/m2/dag) gedurende 2 achtereenvolgende dagen voorafgaand aan HPCT, max cumulatieve dosis 10 mg/kg overeenkomend met 250 mg/m2. Sikkelcelanemie: 10 mg/kg/dag in 2 doses IV, (overeenkomend met 250 mg/m2/dag) voorafgaand aan HPCT, max cumulatieve dosis 10 mg/kg overeenkomend met 250 mg/m2.			0	6574												thiotepa																												
3789	thymocyten immunoglobuline			INTRAVENEUS		Afstotingsreactie bij niertransplantatie	1 maand tot 18 jaar Thymoglobuline konijn: Volgens behandelprotocol en onder supervisie nefroloog			30	6574									once	start																														
3790	thymocyten immunoglobuline			INTRAVENEUS		Aplastische anemie en voorbereiding beenmergtransplantatie	1 maand tot 18 jaar Thymoglobuline konijn: Volgens behandelprotocol en onder supervisie hematoloog/immunoloog			30	6574									once	start																														
3788	thymocyten immunoglobuline			INTRAVENEUS		Beenmergtransplantatie	1 maand tot 18 jaar ATG konijn Fresenius: Volgens behandelprotocol en onder supervisie hematoloog			30	6574									once	start																														
3791	tigecycline			INTRAVENEUS		Infecties van huid en weke delen en intra-abdominale infecties	8 jaar tot 12 jaar 2,4 mg/kg/dag in 2 doses. Maximale dosering per gift: 50 mg/dosis. Behandelduur: 5-14 dagen			2922	4383									discontinuous			tigecycline	2	mg	kg	dag								5	14	dagen		50						2.4						
3792	tigecycline			INTRAVENEUS		Infecties van huid en weke delen en intra-abdominale infecties	12 jaar tot 18 jaar 100 mg/dag in 2 doses.Behandelduur: 5-14 dagen			4383	6574									discontinuous			tigecycline	2	mg		dag								5	14	dagen						100	100							
3793	timolol			OCULAIR		Glaucoom	0 jaar tot 18 jaar 1 druppel(s)/dosis 1-2 dd.			0	6574									discontinuous				1;2	druppel		dag											1	1												
3799	tinzaparine			SUBCUTAAN		Diep veneuze trombose	0 maanden tot 2 maanden 275 IE/kg/dag in 1 dosisDosering titreren op basis van spiegels. Zie waarschuwingen en voorzorgen...lees verder			0	60									discontinuous			tinzaparine	1	IE	kg	dag																		275						
3800	tinzaparine			SUBCUTAAN		Diep veneuze trombose	2 maanden tot 1 jaar 250 IE/kg/dag in 1 dosisDosering titreren op basis van spiegels. Zie waarschuwingen en voorzorgen.			60	365									discontinuous			tinzaparine	1	IE	kg	dag																		250						
3801	tinzaparine			SUBCUTAAN		Diep veneuze trombose	1 jaar tot 5 jaar 240 IE/kg/dag in 1 dosisDosering titreren op basis van spiegels. Zie waarschuwingen en voorzorgen.			365	1826									discontinuous			tinzaparine	1	IE	kg	dag																		240						
3802	tinzaparine			SUBCUTAAN		Diep veneuze trombose	5 jaar tot 10 jaar 200 IE/kg/dag in 1 dosisDosering titreren op basis van spiegels. Zie waarschuwingen en voorzorgen.			1826	3652									discontinuous			tinzaparine	1	IE	kg	dag																		200						
3803	tinzaparine			SUBCUTAAN		Diep veneuze trombose	10 jaar tot 18 jaar 175 IE/kg/dag in 1 dosisDosering titreren op basis van spiegels. Zie waarschuwingen en voorzorgen.			3652	6574									discontinuous			tinzaparine	1	IE	kg	dag																		175						
3794	tinzaparine			SUBCUTAAN		Profylaxe trombo-embolische complicaties	0 maanden tot 2 maanden 137,5 IE/kg/dag in 1 dosisDosering titreren op basis van spiegels. Zie waarschuwingen en voorzorgen.			0	60									discontinuous			tinzaparine	1	IE	kg	dag																		137.5						
3795	tinzaparine			SUBCUTAAN		Profylaxe trombo-embolische complicaties	2 maanden tot 1 jaar 125 IE/kg/dag in 1 dosisDosering titreren op basis van spiegels. Zie waarschuwingen en voorzorgen.			60	365									discontinuous			tinzaparine	1	IE	kg	dag																		125						
3796	tinzaparine			SUBCUTAAN		Profylaxe trombo-embolische complicaties	1 jaar tot 5 jaar 120 IE/kg/dag in 1 dosisDosering titreren op basis van spiegels. Zie waarschuwingen en voorzorgen.			365	1826									discontinuous			tinzaparine	1	IE	kg	dag																		120						
3797	tinzaparine			SUBCUTAAN		Profylaxe trombo-embolische complicaties	5 jaar tot 10 jaar 100 IE/kg/dag in 1 dosisDosering titreren op basis van spiegels. Zie waarschuwingen en voorzorgen.			1826	3652									discontinuous			tinzaparine	1	IE	kg	dag																		100						
3798	tinzaparine			SUBCUTAAN		Profylaxe trombo-embolische complicaties	10 jaar tot 18 jaar 87,5 IE/kg/dag in 1 dosisDosering titreren op basis van spiegels. Zie waarschuwingen en voorzorgen.			3652	6574									discontinuous			tinzaparine	1	IE	kg	dag																		87.5						
3804	tioguanine			ORAAL		Oncologische aandoeningen	1 maand tot 18 jaar Dosis en dosisfrequentie van cytostatica zijn afhankelijk van de aandoening en sterk aan nieuwe inzichten onderhevig. Cytostatica worden in de oncologie/hematologie veelal in combinatie gebruikt. Om deze redenen wordt verwezen naar de gedetailleerde behandelprotocollen. Als indicatie wordt de volgende dosering van de fabrikant genoemd: 60-200 mg/m2/dag			30	6574									once	start		tioguanine																												
3805	tiopronine			ORAAL		Cystinurie	≥ 9 jaar Startdosering: 15 mg/kg/dag in 3 doses.Onderhoudsdosering: Zo nodig verhogen op geleide effect tot max 50 mg/kg/dag in 3 doses.Behandeling door of na overleg met een kinderarts-specialist (metabole ziekten/nefroloog) die ervaring heeft met gebruik van tiopronine voor deze indicatie.			3287										discontinuous			tiopronine	3	mg	kg	dag																	50		15					
3806	tiopronine			ORAAL		Cystinurie	≥ 9 jaar Startdosering: 15 mg/kg/dag in 3 doses.Onderhoudsdosering: Zo nodig verhogen op geleide effect tot max 50 mg/kg/dag in 3 doses.Behandeling door of na overleg met een kinderarts-specialist (metabole ziekten/nefroloog) die ervaring heeft met gebruik van tiopronine voor deze indicatie.			3287										discontinuous			tiopronine	3	mg	kg	dag																	50		15					
3807	tiotropium			INHALATIE		Astma	6 jaar tot 18 jaar 5 microg./dag in 1 dosis ; 1 dosis = 2 inhalaties.			2191	6574									discontinuous			tiotropium	1	microg		dag											5	5												
3808	tisagenlecleucel			INTRAVENEUS		Oncologische aandoeningen	0 jaar tot 18 jaar Dosis en dosisfrequentie van cytostatica zijn afhankelijk van de aandoening en sterk aan nieuwe inzichten onderhevig. Cytostatica worden in de oncologie/hematologie veelal in combinatie gebruikt. Om deze redenen wordt verwezen naar de gedetailleerde behandelprotocollen.			0	6574																																								
3809	tisagenlecleucel			INTRAVENEUS		Recidiverende/refractaire B-cel acute lymfoblastaire leukemie (ALL)	≥ 1 maand en < 50 kg 0.2 - 5 x106 cellen/kg			30			50000							once	start																														
3810	tisagenlecleucel			INTRAVENEUS		Recidiverende/refractaire B-cel acute lymfoblastaire leukemie (ALL)	≥ 1 maand en ≥ 50 kg 0.1 - 2.5 x108 cellen			30		50000								once	start																														
3816	tobramycine			INHALATIE		Infecties bij cystische fibrose	6 maanden tot 18 jaar 1 ampul verneveloplossing (TOBI, Bramitob, SterineB: 300 mg/ampul; Vantobra: 170 mg/ampul) 2 x per dag Behandelduur: Er dient een cyclus van 28 dagen met tobramycine inhalatie behandeling en 28 dagen zonder tobramycine inhalatie behandeling gevolgd te worden. Na de eerste cyclus sputumkweek ter controle of de eradicatie succesvol is geweest. Zo niet, dan cyclus herhalen. Advies inname/toediening: De tijd tussen 2 doses moet 12 uur zijn en mag niet minder dan 6 uur bedragenBij meerdere respiratoire behandelingen deze in de volgende volgorde uitvoeren: bronchodilatator, mucolyticum, sputum expectoratie, andere inhalatiegeneesmiddelen en als laatste tobramycine verneveloplossing of inhalatiepoeder.			182	6574									discontinuous			tobramycine	2	mg		dag					6	12	uur	28	28	dagen	170	300												
3817	tobramycine			INHALATIE		Infecties bij cystische fibrose	6 jaar tot 18 jaar (alleen voor chronische infecties) 224 mg/dag in 2 doses.Behandelduur: Er dient een cyclus van 28 dagen met tobramycine inhalatie behandeling en 28 dagen zonder tobramycine inhalatie behandeling gevolgd te worden. Na de eerste cyclus sputumkweek ter controle of de eradicatie succesvol is geweest. Zo niet, dan cyclus herhalen. Advies inname/toediening: De tijd tussen 2 doses moet 12 uur zijn en mag niet minder dan 6 uur bedragenBij meerdere respiratoire behandelingen deze in de volgende volgorde uitvoeren: bronchodilatator, mucolyticum, sputum expectoratie, andere inhalatiegeneesmiddelen en als laatste tobramycine verneveloplossing of inhalatiepoeder.			2191	6574									discontinuous	voor chronische infecties		tobramycine	2	mg		dag					6	12	uur									224	224							
3818	tobramycine			INHALATIE		Pulmonale pseudomonas infecties bij niet CF-patienten	1 maand tot 18 jaar Geen doseeradvies ivm zeer beperkte evidence, Er zijn aanwijzingen dat verneveling van tobramycine ( 2 dd 80-300 mg) bij niet CF-patienten leidt tot een hogere systemische opname en nierfunctiestoornissen. Vroege spiegelbepaling is aangewezen.			30	6574												tobramycine																												
3815	tobramycine			INTRAVENEUS		Infecties bij cystische fibrose	1 maand tot 18 jaar 10 - 15 mg/kg/dag in 1 dosisIntraveneuze toediening in 20-60 minuten. Dosering op geleide van plasmaconcentratie bijstellen.			30	6574									timed			tobramycine	1	mg	kg	dag	uur	20	60	min															10	15				
3811	tobramycine			INTRAVENEUS		Sepsis en ernstige infecties	Prematuren Postnatale leeftijd 0 dagen tot 7 dagen Zwangerschapsduur < 32 weken: 4 mg/kg/48 uur in 1 dosis Zwangerschapsduur 32-37 weken: 4 mg/kg/36 uur in 1 dosisIntraveneuze toediening in 20-60 minuten. Dosering op geleide van plasmaconcentratie bijstellen.			0	7						224			timed			tobramycine	1	mg	kg	48 uur	uur	20	60	min														4						
3811	tobramycine			INTRAVENEUS		Sepsis en ernstige infecties	Prematuren Postnatale leeftijd 0 dagen tot 7 dagen Zwangerschapsduur < 32 weken: 4 mg/kg/48 uur in 1 dosis Zwangerschapsduur 32-37 weken: 4 mg/kg/36 uur in 1 dosisIntraveneuze toediening in 20-60 minuten. Dosering op geleide van plasmaconcentratie bijstellen.			0	7					224	258			timed			tobramycine	1	mg	kg	36 uur	uur	20	60	min														4						
3812	tobramycine			INTRAVENEUS		Sepsis en ernstige infecties	Prematuren Postnatale leeftijd 1 week tot 4 weken 4 mg/kg/dag in 1 dosisIntraveneuze toediening in 20-60 minuten. Dosering op geleide van plasmaconcentratie bijstellen			7	28						258			timed			tobramycine	1	mg	kg	dag	uur	20	60	min														4						
3813	tobramycine			INTRAVENEUS		Sepsis en ernstige infecties	a terme neonaat 4 mg/kg/dag in 1 dosisIntraveneuze toediening in 20-60 minuten. Dosering op geleide van plasmaconcentratie bijstellen.				30					259				timed			tobramycine	1	mg	kg	dag	uur	20	60	min														4						
3814	tobramycine			INTRAVENEUS		Sepsis en ernstige infecties	1 maand tot 18 jaar 5 - 7 mg/kg/dag in 1 dosisIntraveneuze toediening in 20-60 minuten. Dosering op geleide van plasmaconcentratie bijstellen.			30	6574									timed			tobramycine	1	mg	kg	dag	uur	20	60	min															5	7				
3819	tobramycine			OCULAIR	167762	Ernstige bacteriële ooginfecties	0 jaar tot 18 jaar Beide ogen: 1 druppel(s)/dosis 2-6 dd. Alternatief: 1 cm zalf. Behandelduur: 14 dagenBehandeling door of na overleg met een kinderarts-oogarts die ervaring heeft met gebruik van tobramycine oogdruppels.			0	6574									discontinuous				2;3;4;5;6	druppel		dag								14	14	dagen	1	1												
3819	tobramycine			OCULAIR	53740	Ernstige bacteriële ooginfecties	0 jaar tot 18 jaar Beide ogen: 1 druppel(s)/dosis 2-6 dd. Alternatief: 1 cm zalf. Behandelduur: 14 dagenBehandeling door of na overleg met een kinderarts-oogarts die ervaring heeft met gebruik van tobramycine oogdruppels.			0	6574									discontinuous	alternatief met zalf			2;3;4;5;6	keer		dag								14	14	dagen														
3830	tocilizumab			INTRAVENEUS		Behandeling van matig ernstig tot ernstige symptomen van COVID-19	12 jaar tot 18 jaar 600 mg/dosis, éénmalig. Bij een (dreigend) ernstig tekort aan IL-6 remmers kan een alternatieve, lagere dosering van tocilizumab worden overwogen (eenmalig 400 mg i.v. of een begindosis van 200 mg i.v. gevolgd door een 2e dosis van 200 mg na 7 dagen).Er zijn (nog geen) wetenschappelijke studies voor de toepassing van tocilizumab bij adolescenten met COVID-19. De dosering is afgeleid van de volwassen dosering. Zie voor meer informatie de richtlijn medicamenteuze behandeling bij Covid-19.			4383	6574									once			tocilizumab		mg													600	600												
3828	tocilizumab			INTRAVENEUS		Cytokine Release Syndroom (CRS)	≥ 2 jaar en < 30 kg 12 mg/kg/dosis, zo nodig max 3 x herhalen met een dosis interval van 8 uur. Max: 800 mg/dosis.			730			30000							once	max 3x herhalen		tocilizumab		mg	kg						8	8	uur					800	12											
3829	tocilizumab			INTRAVENEUS		Cytokine Release Syndroom (CRS)	≥ 2 jaar en ≥ 30 kg 8 mg/kg/dosis, zo nodig max 3 x herhalen met een dosis interval van 8 uur. Max: 800 mg/dosis.			730		30000								once	max 3x herhalen		tocilizumab		mg	kg						8	8	uur					800	8											
3824	tocilizumab			INTRAVENEUS		Polyarticulaire juveniele idiopathische artritis (pJIA)	2 jaar tot 18 jaar en < 30 kg 10 mg/kg/dosis elke 4 weken. Uitsluitend bij patienten met een ontoereikende respons op eerdere behandeling met MTX.Als monotherapie (in geval van onverdraagbaarheid van MTX of wanneer behandeling met MTX niet geschikt is) of in combinatie met MTX.Voorschrift door een behandelaar die ervaring heeft met diagnose en behandeling van JIA....lees verder			730	6574		30000							discontinuous			tocilizumab		mg	kg	4 weken													10											
3825	tocilizumab			INTRAVENEUS		Polyarticulaire juveniele idiopathische artritis (pJIA)	2 jaar tot 18 jaar en ≥ 30 kg 8 mg/kg/dosis elke 4 weken. Maximale dosering per gift: 800 mg/dosis. Uitsluitend bij patienten met een ontoereikende respons op eerdere behandeling met MTX.Als monotherapie (in geval van onverdraagbaarheid van MTX of wanneer behandeling met MTX niet geschikt is) of in combinatie met MTX.Voorschrift door een behandelaar die ervaring heeft met diagnose en behandeling van JIA....lees verder			730	6574	30000								discontinuous			tocilizumab		mg	kg	4 weken												800	8											
